shift_index,shift,method,metric,repeat_count,mean,sample_sd,monte_carlo_standard_error,ci95_low,ci95_high,repeat_quantile_2_5,repeat_quantile_97_5
2,Moderate shift,Pooled associative latent class model,false_atrial_renal_competing,10,0.40178781519910106,0.05395879265216134,0.017063268457358748,0.3631880202365846,0.44038761016161754,0.31144944731467017,0.46656051479543137
2,Moderate shift,Pooled associative latent class model,brier_score,10,0.16003546539564145,0.0078007835603532355,0.0024668243584713787,0.15445512100362246,0.16561580978766044,0.14664673555142854,0.1684763540697813
2,Moderate shift,Pooled associative latent class model,expected_calibration_error,10,0.04727940304053195,0.01365065757690441,0.004316716950205303,0.03751431087161132,0.05704449520945258,0.027251569281217594,0.06467477858894302
2,Moderate shift,Pooled associative latent class model,mean_posterior_entropy,10,0.4411653400317511,0.014876158994225197,0.004704254525655124,0.4305235769606516,0.45180710310285066,0.4212037048009078,0.46277543848842734
2,Moderate shift,Pooled associative latent class model,predicted_atrial_prevalence,10,0.5372000000000001,0.04987495474796052,0.01577184552013844,0.5015216066851906,0.5728783933148096,0.45487500000000003,0.5898749999999999
2,Moderate shift,Pooled associative latent class model,accuracy_complete_case,10,0.7918671771420225,0.01762666027107495,0.005574039399859782,0.7792578239875987,0.8044765302964463,0.7643218257666147,0.8201722982032716
2,Moderate shift,Pooled associative latent class model,accuracy_any_missing,10,0.7273308793498816,0.02538606253258816,0.008027777842644104,0.7091707842013428,0.7454909744984204,0.6824809717443436,0.7580665024630542
2,Moderate shift,Pooled associative latent class model,accuracy_electrical_missing,10,0.7191054383589262,0.03981917660843071,0.012591929263513973,0.6906205153813159,0.7475903613365364,0.6515692992141326,0.7703229541945446
2,Moderate shift,Pooled associative latent class model,biomarker_missing_fraction,10,0.1661,0.006138423813454086,0.0019411400493931446,0.16170883613316234,0.17049116386683766,0.158525,0.17477499999999999
2,Moderate shift,Pooled associative latent class model,all_biomarkers_missing_rate,10,0.004,0.002788866755113585,0.0008819171036881968,0.0020049649068482047,0.005995035093151795,0.001,0.009100000000000002
2,Moderate shift,Target-calibrated associative latent model,accuracy,10,0.7883,0.009452219022242588,0.0029890541053056332,0.7815382898455244,0.7950617101544756,0.7782250000000001,0.8062
2,Moderate shift,Target-calibrated associative latent model,adjusted_rand_index,10,0.33210399245909444,0.022154274848420363,0.007005796843038992,0.31625577894911316,0.3479522059690757,0.3089548232795421,0.374443470982984
2,Moderate shift,Target-calibrated associative latent model,false_atrial_renal_competing,10,0.1999768952523563,0.07958673534083041,0.025167535521404123,0.143043974501227,0.2569098160034856,0.09234000793895825,0.31334745762711863
2,Moderate shift,Target-calibrated associative latent model,brier_score,10,0.14668118117334641,0.005060367042124166,0.0016002285649561589,0.1430612126629271,0.15030114968376573,0.14010231081291194,0.15401097753182574
2,Moderate shift,Target-calibrated associative latent model,expected_calibration_error,10,0.050721648442059654,0.023010945132832205,0.007276699773291558,0.03426060992796936,0.06718268695614996,0.02204112971960578,0.08024297426670349
2,Moderate shift,Target-calibrated associative latent model,mean_posterior_entropy,10,0.42577972047565626,0.011285698683066584,0.0035688512824853156,0.4177064179838211,0.43385302296749145,0.4104829848333605,0.44215238720159694
2,Moderate shift,Target-calibrated associative latent model,predicted_atrial_prevalence,10,0.4957999999999999,0.0738674488526577,0.02335893833203898,0.44295841033551075,0.5486415896644891,0.376375,0.582275
2,Moderate shift,Target-calibrated associative latent model,accuracy_complete_case,10,0.8122896314366725,0.014282856791553276,0.004516635895531314,0.8020722911935925,0.8225069716797526,0.7917855430352433,0.8356178042703173
2,Moderate shift,Target-calibrated associative latent model,accuracy_any_missing,10,0.7547567893910642,0.01698515207058487,0.0053711766947373224,0.7426063435581092,0.7669072352240192,0.7323993378450752,0.7815083274689186
2,Moderate shift,Target-calibrated associative latent model,accuracy_electrical_missing,10,0.7500697503325707,0.021937035120270558,0.006937099609116074,0.7343769407623765,0.765762559902765,0.7165858018386108,0.7792545891233488
2,Moderate shift,Target-calibrated associative latent model,biomarker_missing_fraction,10,0.1661,0.006138423813454086,0.0019411400493931446,0.16170883613316234,0.17049116386683766,0.158525,0.17477499999999999
2,Moderate shift,Target-calibrated associative latent model,all_biomarkers_missing_rate,10,0.004,0.002788866755113585,0.0008819171036881968,0.0020049649068482047,0.005995035093151795,0.001,0.009100000000000002
2,Moderate shift,Frozen causal latent SCM,accuracy,10,0.7884,0.011852800887928944,0.003748184745832163,0.7799210170295153,0.7968789829704847,0.7751250000000001,0.8092
